id	title	publisher	dateOfPublication	placeOfPublication	series
e30532dc-63bb-4b2a-88cc-2955cde4f36b	In the dark body of metamorphosis & other poems	Norton,	[1975]	New York :	
fad2aabd-d7c1-4721-a7a3-26411b81d054	Paul Bowles : the illumination of North Africa	Southern Illinois University Press,	[1974]	Carbondale :	
8318d5f2-6ca0-4ace-af45-57a0c610b026	Trends in public sector renewal : recent developments and concepts of awarding excellence	P. Lang,	©1995.	Frankfurt am Main ;	
fb5a645e-80f5-4ebc-8040-5edd300cdc0b	The minstrel and the dragon pup	Candlewick Press,	©1993.	Cambridge, Mass. :	
75a0dfc0-5e2a-41ce-9450-422e66e77499	Selected essays : the Charles Cotton - W.C. Hazlitt translation, rev. and edited, with an introd	Modern Library,	[1949]	New York :	
45d03356-fbc3-48c7-8c8f-dc09fd86cc82	TM*: discovering inner energy and overcoming stress	Delacorte Press,	[1975]	New York :	
331e4158-843f-415b-9ff8-9fc69e0ad131	Anxiety across the lifespan : a developmental perspective	Springer Pub. Co.,	©1993.	New York :	
d57f8ecc-3cd2-4ad1-b844-71e0c11204a0	Proust	Yale University Press,	1956.	New Haven :	
2ae481dc-4dad-41bf-8cda-bf0fbc362cf4	Narrative of a journey to Musardu : the capital of the Western Mandingoes, together with Narrative of the expedition despatched to Musahdu by the Liberian government under Benjamin J. K. Anderson Senior, Esq., in 1874	Cass ;	1971.	London :	
b31dc032-420a-4106-bc72-8a85cdf568ff	A city on a hill	Knopf : distributed by Random House,	1975.	New York :	
0203222a-259b-47fe-a5cd-919d6a8ad396	Epidemiology of inhalant abuse : an international perspective [microform]	U.S. Dept. of Health and Human Services, Public Health Service, National Institutes of Health, National Institute on Drug Abuse ;	1995.	Rockville, MD :	
6a5b63e4-b7bd-4d91-8ece-1bc9d8e0019b	Tristan : a novel	Simon and Schuster,	[1971]	New York :	
9fbf7331-90b9-4a6e-96dd-a4841a2f64d4	Fanti national constitution : a short treatise on the constitution and government of the Fanti, Asanti, and other Akan tribes of West Africa, together with a brief account of the discovery of the Gold Coast by Portuguese navigators, a short narration of early English voyages, and a study of the rise of British Gold Coast jurisdiction, etc., etc	Cass,	1968.	London :	
b252d1f7-9853-49c7-a788-1f4beef2fb20	The dark and feeling : Black American writers and their work	Third Press,	[1974]	New York :	
ecafcb5e-d3f1-4e9a-89f7-88395ac987f6	Interpreting Bach's Well-tempered clavier : a performer's discourse of method	Yale University Press,	©1984.	New Haven :	
9fd0f51c-d92e-4081-b4b6-8c747ad30228	Hydroponics for everyone : a practical guide to gardening in the 21st century	Hyland House ;	1986	South Yarra, Melbourne, Vic. :	
9b3be76c-f0a9-4492-939d-c6998defc3a5	Women in the classical world : image and text	Oxford University Press,	1994.	New York ;	
1f034f4d-cd40-45e5-8c0d-fe51cead3ef3	Telltale hearts : the origins and impact of the Vietnam antiwar movement	St. Martin's Press,	1995.	New York :	
2722a6d2-e516-48b9-b9ce-e2c78f2f4db2	Philosophers of the Scottish enlightenment	University Press,	©1984.	Edinburgh :	
1f40f05f-a453-45ef-8ae7-f24acb418d49	Mary Leakey : in search of human beginnings	Scientific American Books for Young Readers,	©1995.	New York :	
29a66110-85cc-44c0-98e6-0fa965619791	The age of reason	A. A. Knopf,	1959.	New York :	
7bb83f39-7751-46dc-8317-2ef8166ecc11	Introduction to algebraic geometry	Clarendon Press ;	1985.	Oxford :	
373343fb-8b3c-449a-9f44-62556b5cb847	Landscape as photograph	Yale University Press,	©1985.	New Haven :	
88f35004-7e9b-44d0-8cd2-698512f26b1f	Festival in my heart : poems by Japanese children	H.N. Abrams,	1993.	New York :	
5fb99c57-f5c8-40aa-948d-08bb4bde91d2	Essai sur Amyot et les traducteurs francais au XVIe siecle	Slatkine Reprints,	1968.	Geneve :	
847a7956-f716-4f88-9b9c-23922c8ccf7e	Atlas of the American Revolution	Rand McNally,	1974.	Chicago :	
0913004e-8549-4de7-b7fe-76425ddcded0	Zombie	Dutton,	1995.	New York :	
dd9e70c3-409d-4851-a825-2306dc505413	Leigh Hunt and the poetry of fancy	Fairleigh Dickinson University Press ;	©1994.	Madison :	
d821f809-bea8-49fd-9a5d-99b5e0c64d90	Homage to Horace : a bimillenary celebration	Clarendon Press ;	1995.	Oxford :	
ae8aa3ac-daf5-4be3-840d-8e59725aa2b5	The Juhl letters to the Charleston courier : a view of the South, 1865-1871	University of Georgia Press,	[1974]	Athens :	
308b5150-225e-492a-b84f-de7d090edcee	The femme fatale : erotic icon	Whitston Pub. Co.,	1983.	Troy, N.Y. :	
22ade472-9a0d-45bc-91e6-180a5e577796	A river town	N.A. Talese,	1995.	New York :	
51a12c8b-6ff4-40de-a923-4eefd275db7a	Ethics and rhetoric : classical essays for Donald Russell on his seventy-fifth birthday	Clarendon Press ;	1995.	Oxford :	
c14491a5-d4a4-48a0-887a-7a9a2a787c67	Special effects	University of Pittsburgh Press,	[1975]	Pittsburgh :	
306e4c5d-0efb-426b-acc2-c0feab81d5bd	Contemporary Chicana poetry : a critical approach to an emerging literature	University of California Press,	©1985.	Berkeley :	
8a472aac-dcfe-4778-a54f-6b0e1174ba4d	The United States and Africa : a history	Cambridge University Press ;	1984.	Cambridge [Cambridgeshire] ;	
0c937b7f-510a-45a2-b5e9-1bfa10b7bb91	Mathematische Modelle : aus den Sammlungen von Universitaten und Museen / herausgegeben von Gerd Fischer = Mathematical models : from the collections of universities and museums	F. Vieweg & Sohn,	1986.	Braunschweig :	
00467930-2adc-4284-87b2-46af637a4192	The trespassers	Delacorte Press,	1995.	New York :	
2cc56b1a-e627-462e-9831-77edec40020f	Marcel Proust and his literary friends	University of Illinois Press,	1958.	Urbana :	
78c322ec-be87-4e6d-8a54-d3ae8296935f	The fortunes of Montaigne : a history of the Essays in France, 1580-1669	Octagon Books,	1970.	New York :	
ae9e3d56-18cb-4682-8cf6-8cee50fa6f41	Sainte-Beuve : a portrait of the critic, 1804-1842	Clarendon Press,	1962.	Oxford :	
4cc58a9f-fd38-416d-bdd3-4f556a31bbc0	Elizabeth of the German garden : a biography	Heinemann,	[1958]	London :	
938d9dcc-a589-4207-a120-206e6b43a3ca	Les hommes de bonne volonte	Flammarion,	[1958]	[Paris] :	
73db2eff-16dd-492c-9a2e-05f2aac4b5a0	The art and artists of the Ephrata Cloister	Lancaster County Historical Society,	1995.	Lancaster, Pa. :	
5b813ff5-0be6-4a94-8e89-051840b320db	The world encyclopedia of contemporary theatre	Routledge,	1994-	London ;	
f12e2673-df52-4b11-a5f6-408a1d5d769a	Emile Zola : de J'accuse au Panthéon	L. Souny,	Saint-Paul :	Saint-Paul :	
f1c9d94d-bd08-4a6f-b12d-44669f807211	Prairie-town boy	Harcourt, Brace,	[1955]	New York :	
a6379288-7cc3-489b-99a8-10af9de1bea2	A new family encyclopedia : or, Compendium of universal knowledge: comprehending a plain and practical view of those subjects, most interesting to persons, in the ordinary professions of life	null	1831.	Philadelphia,	
cc8f3aee-f35e-4a82-a327-80a8331e6eb2	OEuvres completes	Editions du Seuil,	©1964.	Paris :	
51768eba-7af3-4c85-8b88-a03c15884aed	A true & exact history of the island of Barbadoes : illustrated with a map of the island, as also the principal trees and plants there, set forth in their due proportions and shapes, drawn out by their several and respective scales : together with the ingenio that makes the sugar, with the plots of the several houses, rooms, and other places that are used in the whole process of sugar-making	F. Cass,	1970	London ;	
ba5d1b9f-2611-49cf-9da5-bdd6c4f5fc42	Aimez-vous Brahms	Dutton,	1960.	New York :	
7fa9575c-f625-4775-88b0-5512c887f2b4	Bonjour tristesse	Dutton,	1955.	New York :	
4a2d5e86-21fe-43a3-adce-eb0f00bcecea	A report of the Kingdom of Congo and of the surrounding countries, drawn out of the writings and discourses of the Portuguese Duarte Lopez	F. Cass,	1970.	London :	
0e8ed61f-d714-4073-96bb-dd6960e5f9ea	The hand of a stranger : (Journal d'un inconnu)	Books for Libraries Press,	[1969, ©1959]	Freeport, N.Y. :	
73b3a924-4f4b-48e4-b61c-b7b13b37c8e2	I am third	Viking Press,	[1970]	New York :	
a94f513c-9718-4656-9c57-55f6fc854020	The Popular literature of medieval England	University of Tennessee Press,	©1985.	Knoxville :	
dab9d1bf-ada3-4531-9875-bd0f2c1c81b8	Case management for mentally ill patients : theory and practice	Harwood,	©1993	Amsterdam ;	
2cc82a84-5c74-4b57-9d8e-8b38f1478080	Memoirs of Hadrian	Farrar, Straus and Young,	[1954]	New York :	
51544a9a-bfc3-4ac7-9451-eed1e7aaa20a	Le petit prince : avec dessins par l'auteur	Harcourt, Brace and Co.,	1943.	New York :	
0191bd21-1b24-41e4-b5f7-acfc56a2eb84	Les romans de Robbe-Grillet	Editions de minuit,	[1963]	[Paris] :	
0e585851-621d-430d-94f2-fa4011085aaa	Bonjour tristesse, roman	Julliard,	[1954]	Paris :	
97b763c3-0e38-45df-843e-74386839d113	A theological German vocabulary : German theological key words illustrated in quotations from Martin Luther's Bible and the Revised standard version	Octagon Books,	1968 [©1955]	New York :	
c4e94d7b-13f6-4858-b0ac-12fc4ac2a2c1	The Lincoln library of language arts	Frontier Press Co.,	[1969]	Buffalo :	
fd997099-c62b-40ea-ac2c-b255cfe4999d	The Water Street industrial district	Lancaster County Historical Society,	1995.	Lancaster, Pa. :	
1e54bd68-60f3-4ae9-b857-429ffb872aa1	Verdun	Knopf,	1940, ©1939.	New York :	
f20c8599-71f0-4481-b691-71980188be92	Christianity : essence, history and future	Continuum,	1995.	New York :	
12476d2a-3335-4c47-b996-404cc29865c2	Math curse	Viking,	1995.	New York, N.Y. :	
3da57d5a-bac6-4fad-92ef-ddf949c61281	Nor is it over yet; Florida in the era of Reconstruction, 1863-1877	University Presses of Florida,	1974.	Gainesville :	
58aa76b3-2bbb-4b49-8120-8bd281a7f1d5	Projet pour une revolution a New York	Editions de Minuit,	[1970]	[Paris] :	
5b5e23b0-b724-41a4-afe9-fbc4104b3a66	Madame de Sevigne : a portrait in letters	Johns Hopkins Press,	[1963]	Baltimore :	
6b298420-5ecc-42a1-a36b-75917e08d5a6	The priest : a Gothic romance	Knopf :	1995, ©1994.	New York :	
9410d166-ff50-496c-978e-1adf39b13edd	An introduction to solar radiation	Academic Press,	1983.	Toronto ;	
a794b697-fd60-4d1e-9345-66dba62871e9	The European Community and its Mediterranean enlargement	Allen & Unwin,	1981.	London ;	
2fb90e7e-17e2-4776-9b0b-e3c6acd41131	Jean-Christophe in Paris	Henry Holt and Company,	1915, ©1911.	New York :	
61930009-3563-4c28-bc75-b11fe4aff3ba	Saludos! poemas de Nuevo Mexico = : poems of New Mexico	Pennywhistle Press,	©1995.	Tesuque, N.M. :	
cefb5e6c-38bc-4d57-aa18-d1459149be9d	Regular exercise : a handbook for clinical practice	Springer Pub. Co.,	©1995.	New York :	
83edf415-99df-43db-a763-3c9859353257	The Yalu flows : a Korean childhood	Michigan State University Press,	[1956]	East Lansing :	
f7de6e63-e1cf-49c0-aa10-31fe03b0346c	The adventures of Hershel of Ostropol	Holiday House,	©1995.	New York :	
e013ec80-22b4-48ae-b3d6-b5704610ec74	Professional secrets : an autobiography of Jean Cocteau, drawn from his lifetime writings	Farrar, Straus & Giroux,	1970.	New York :	
38c7e7ee-bc8a-425b-81f9-effc9752d6b1	Industrial fire hazards handbook : a guide to fire protection in industry	National Fire Protection Association,	©1984.	Quincy, Mass. :	
01af2bb3-0ee1-4d8e-ac2c-82bac1b9d4f5	Project for a revolution in New York : a novel	Grove Press,	[1972]	New York :	
5f02f19d-416e-493d-a4d4-33093f3ca7f5	By the waters of Manhattan	Markus Wiener Pub. :	1986, ©1930.	New York :	
16699bec-0e12-4b13-96cd-dfe9e7acf87c	The garden in the machine : the emerging science of artificial life	Princeton University Press,	©1994.	Princeton, N.J. :	
f23c2106-12c5-4472-85b1-bbdd8c530b8b	Wallace Stevens	Cambridge University Press,	[1974]	[London] :	
f4645933-4f4a-4136-ae1e-3928ebe91ca8	Jean-Christophe : journey's end	Henry Holt and Company,	1915, ©1913.	New York :	
e4ed9082-0dbe-4ef5-89c7-b2f61d2d8ded	The concise encyclopedia of Western philosophy and philosophers	Hawthorn Books,	1960.	New York :	
3b4906fd-3ab3-4b9d-ab42-5857e0c8e5d0	Buz	Laura Geringer Book,	1995.	New York, N.Y. :	
fb7aa4b3-a18e-452e-9915-18ba033383e5	Anarchists and Communists in Brazil, 1900-1935	University of Texas Press,	[1973]	Austin :	
ebb272a7-e4bb-4503-b871-ecd46a224d85	Jean-Christophe	Henry Holt and Company,	1915, ©1910.	New York :	
34038097-bd32-4342-baa3-27c47d948624	La jalousie : [Roman	Editions de Minuit,	[1957]	Paris] :	
fbcd08b0-1fba-43f3-af24-635b476f2de1	Writing and being	Harvard University Press,	1995.	Cambridge, Mass. :	
1d68e098-72c1-4972-8547-1bad80aaa61e	Safety engineering	J. Wiley,	©1995.	New York :	
01235844-8ef0-4497-9174-66cec48d8d82	The First English novelists : essays in understanding : honoring the retirement of Percy G. Adams	University of Tennessee Press,	©1985.	Knoxville :	
643b3a14-897c-4c9e-bc7f-5a5ebc6da34b	British Academy Shakespeare lectures, 1980-89	Published for the British Academy by Oxford University Press,	©1993.	Oxford ;	
2f71414c-0fd5-4b1f-bce6-98bc92163646	The vision of Islam	Paragon House,	©1994.	New York :	
6cf363f6-901a-434a-ab84-4a9c2ccf1025	Birth of the Firebringer	Four Winds Press ;	©1985.	New York :	
d89aa63d-201d-40e9-8dac-8d9268fe1f14	The Federal Writers' Project : a bibliography	Scarecrow Press,	1994.	Metuchen, N.J. :	
f439198d-4e71-42e9-9952-34848ae106d6	A few hours of sunlight	Harper & Row,	[1971]	New York :	
cfab37fd-e6a0-43e4-a544-b9cfef10550c	Correspondance	Belles Lettres,	1964.	Paris :	
8eb0155e-254d-4c16-804b-0420c607c34c	The roots of heaven	Simon and Schuster,	1958.	New York :	
8c8ff670-67e8-40b0-9a5c-5447ccc6c080	Paul Valery revisited	Twayne Publishers ;	©1995.	New York :	
309110cb-69d5-4dc6-a905-5b24384d2c0d	Der Feldzug in Norwegen : vom 9. April bis 10. Juni 1940	[Presse-Hoffmann],	[1940?]	null	
7f341b65-fb8a-4aa3-8436-3997a688249d	Lancaster's educational reformer : James P. Wickersham, the early years	Lancaster County Historical Society,	1995.	Lancaster, Pa. :	
3f3ae40a-6cb0-472a-b610-d73b2c427c23	Miracle of the rose	Grove Press,	[©1966]	New York :	
15251ce7-6e84-4557-8964-3a48b7387992	Scars on the soul : a novel	McGraw-Hill,	[1974]	New York :	
19a926be-5beb-4e40-a63a-e9346217b69a	Two novels	Grove Press,	[1965]	New York :	
90ee49b1-9139-400a-91e9-5827dc0ddaea	My mama had a dancing heart	Orchard Books,	©1995.	New York :	
7c3da164-a388-488c-96b9-cb98abb22de1	All-American girl	University of Pittsburgh Press,	1996.	Pittsburgh :	
e2873c8c-90a8-4d09-9e85-f8eeb2ddaba5	Vesuvius	Prentice-Hall,	[1970]	Englewood Cliffs, N.J. :	
91bf7ab5-2764-4b83-a6db-31b04e06ab74	Frankreich : der groesste Feldzug aller Zeiten vom 5. bis 25. Juni 1940 : Bilddokumente	Presse-Hoffmann,	[1940?]	[Berlin?] :	
e04de183-2dab-4e00-a4c5-cb0041aa524e	Jean-Paul Sartre: Sartre and existentialism in English : a bibliographical guide	Kent State University Press,	©1970.	[Kent, Ohio] :	
f1bdaf17-17c1-4811-a14a-7a9a9e4129cd	Networks of power : corporate TV's threat to democracy	South End Press,	©1994.	Boston, MA :	
b537bad6-0e50-4860-a934-4cf2e59187fd	This is a printing office : crossroads of civilization ... underprint of the print shops at Landis Valley	Pennsylvania Farm Museum,	1970.	Landis Valley, Pa. :	
9105af0b-7ead-43a3-a940-8bf2586bc77c	Romain Rolland et Stefan Zweig	Klincksieck,	1970.	Paris :	
e21b3df3-e3be-4dc4-b987-ef7a82901190	All rivers run to the sea : memoirs	Knopf :	1995.	New York :	
7d47ad63-8448-46db-b437-161e4c5aee31	Ecology, technology and culture	White Horse Press,	1994.	Cambridge, UK :	
ad9089bb-7d59-4430-ae9a-de083a9fed2a	Sabbath's theater	Houghton Mifflin,	1995.	Boston :	
3353ede8-dbe0-4ccd-a76f-70026b217c76	Script girls : women screenwriters in Hollywood	British Film Institute,	1994.	London :	
405fde9e-dc51-4ca4-add9-23cfdf259139	Christmas in America : a history	Oxford University Press,	1995.	New York ;	
db674d2c-0a36-4804-a146-98003a3e0149	Mad river	University of Pittsburgh Press,	©1995.	Pittsburgh :	
7d43dc2e-7478-42ed-a335-ce2b0a9f48dc	The mines of Neptune : minerals and metals from the sea	H.N. Abrams,	1985.	New York :	
b76c67ad-5ac1-4d8c-8dbe-d25cd87032b6	Napoleon in Egypt : Al-Jabart^i's chronicle of the French occupation, 1798	M. Wiener,	©1993	Princeton :	
df56c706-8a71-43b4-9a29-33787b328542	Hungarian rhapsody : the life of Franz Liszt	G.P. Putnam's Sons,	[1961, ©1960]	New York :	
c46c1f03-cef2-4fc3-bf0e-f5e6043da2fa	Interstate : a novel	H. Holt,	1995.	New York :	
27e2f282-580f-4e1d-adb1-09a544dec346	Proverbs of the Pennsylvania Dutch	D.I. Glick,	©1972	Smoketown, [Pa.] :	
c4a096c7-a9b1-4fdb-8ac9-79c2da89e69d	Taking charge of your fertility : the definitive guide to natural birth control and pregnancy achievement	HarperPerennial,	©1995.	New York, NY :	
3a2c1a59-5798-4ee8-a75c-1d041ecb0257	The early novels of Naguib Mahfouz : images of modern Egypt	University Press of Florida,	©1994.	Gainesville, Fla. :	
60d44cee-01e4-4fc3-bc45-54c690bf546a	The Geneva Bible : a facsimile of the 1560 edition	University of Wisconsin Press,	1969.	Madison :	
bb570058-5224-406b-8e1c-c2763a4ad9c5	Sex, politics, and science in the nineteenth-century novel	Johns Hopkins University Press,	©1986.	Baltimore :	
c5a6b997-3918-4e5d-9051-057f7deb96c7	Singing softly = : Cantando bajito : a novel	Spinsters/Aunt Lute,	©1989.	San Francisco :	
2bc01912-af61-43e9-b60e-1f1ccaf187ab	Encyclopedia of psychoanalysis	Free Press,	[1968]	New York :	
d030b917-b21b-44f3-99e3-3265d0e35b64	Collected early fiction, 1949-1964	Dalkey Archive Press,	1994-	Normal, IL :	
be221585-6082-4056-971f-83e4ca943468	Winthrop's journal, "History of New England," 1630-1649	C. Scribner's Sons,	1908.	New York :	
4f5afd20-b41a-45c6-b265-4769688e92a8	La grotte Cosquer : peintures et gravures de la caverne engloutie	Seuil,	©1994.	Paris :	
1b00b979-d339-4924-ab7d-09846deba967	The origins of the Inquisition in fifteenth century Spain	Random House,	©1995.	New York :	
62723697-4736-42fb-a497-47b615a7bdfc	Masques sur mesure : essais	Gallimard,	[1965]	[Paris] :	
d7631315-50b6-4e7a-a240-4ce8424042b3	Our Lady of the Flowers	Grove Press,	[1963]	New York :	
46f8548f-790c-442a-b600-5a11897d65e4	Trois sucettes a la menthe : roman	A. Michel,	[1972]	Paris :	
6d045999-5197-4000-8942-963dfff6d7de	Animals that glow	F. Watts,	1993.	New York :	
039040b4-96d3-4099-852c-b9a8f0c82c55	Situations	Gallimard,	[1947-]	[Paris] :	
239b4101-e39e-4038-ba5d-9999272186e3	The double perspective of Yeats's aesthetic	C. Smythe ;	1984.	Gerrards Cross, Bucks :	
b3cdfadf-3f4d-4e8b-9ed5-b7c2fecd2dcb	Palestinian society in Gaza, West Bank and Arab Jerusalem : a survey of living conditons	FAFO,	©1993	Oslo :	
2479e8b3-a2f0-42d7-873c-91b042a09ed3	Yoga illustrated dictionary	Emerson Books,	[1971]	New York :	
d799179d-8d74-46f9-834a-040b1f2366b9	Dictionary of psychology and related fields: German-English	F. Ungar Pub. Co.,	[1971]	New York :	
abdf2fa4-838b-4e0a-9fc4-2317a4e73965	La Danse de Gengis Cohn	Gallimard,	1967.	[Paris,] :	
75e0f27b-a38e-47e4-b2d0-70592dfd72cf	A book that was lost and other stories	Schoken :	©1995.	New York :	
1ebcaba1-3804-4685-8542-5864224f4798	L'Extase materielle	Gallimard,	1967.	[Paris,] :	
670a400a-ae89-4ef1-99b4-8c7a0dc38a1e	Frontline feminism 1975-1995 : essays from Sojourner's first 20 years	Aunt Lute Books,	©1995.	San Francisco :	
e47c5d60-a133-4e45-8472-7460f6d9b2a9	From Plotzk to Boston	M. Wiener,	1986, ©1985.	New York, N.Y. :	
85a641bc-3aa4-49f6-9548-787a455c5899	Masterpieces of Catholic literature in summary form	Harper & Row,	[1965]	New York :	
83cfd334-b49c-4567-b0e5-eead95547652	The art of rupture : narrative desire and duplicity in the tales of Guy de Maupassant	University of Michigan Press,	1994.	Ann Arbor :	
7977bbf4-6097-4caf-8529-a0fab42654d4	Advanced nutrition	CRC Press,	©1995-	Boca Raton :	
e680df27-a12f-4ef0-8ffc-4679aa6c6689	Puerto Rico : the four-storeyed country and other essays	M. Wiener Pub.,	©1993.	Princeton :	
f033a63d-a8b9-43ba-b542-5930c014f563	Connecting cultures : a guide to multicultural literature for children	R.R. Bowker,	©1996.	New Providence, N.J. :	
0a6a6755-635e-4829-aa34-c3610dc24961	Les Garçons	Gallimard,	1969.	[Paris,] :	
b4afc95a-3499-49c2-9033-3cdddc5ab5e1	Les chemins sans croix	Presses de la Cite,	[1964]	Paris :	
93bbd0e2-91c9-4622-a0e7-27e7a2992322	Our house : the stories of Levittown	Scholastic,	1995.	New York :	
d140c549-2617-4559-880f-032d7530d4c0	All the days and nights : the collected stories of William Maxwell	Vintage International/Vintage Books,	1995, ©1994.	New York :	
d7050291-488b-4d4d-81e4-5ba98879a982	Creative storytelling : building community, changing lives	Routledge,	1995.	New York :	
d024a2b5-89be-48f8-8e50-3b97e9c5a378	La Joie des pauvres	Gallimard,	1970.	[Paris,] :	
1a46df83-8231-4c22-a06a-d22651174a41	Remarks of Mr. Buchanan of Pennsylvania, in reply to Mr. Davis, of Massachusetts, against the Independent treasury bill : Senate U. S. March 3, 1840	Printed at the Globe Office,	1840.	Washington :	
61a6dc19-c619-48de-8ac9-7d24492b24fa	Outside and inside birds	Bradbury Press ;	©1994.	New York :	
24fca3f3-cd05-44b9-ac44-75f95aaef1bf	My life and work	Garden City Pub. Co.,	1922.	Garden City, N.Y. :	
eda608da-8672-4e91-aa45-41e7187dd1d6	Souvenirs d'enfance	Editions Pastorelly,	[1957-1977]	[Monte-Carlo] :	
8e601fa2-54cb-4d70-8b64-f4c138b433b6	Dictionary of sects, heresies, ecclesiastical parties, and schools of religious thought	Gale Research Co.,	1974.	Detroit :	
9f14c290-681d-4d10-b74a-52c7ba07e1e5	Literary essays	Philosophical Library,	[1957]	New York :	
783d5d70-b35c-4919-8c42-c43aff1e5de8	A concise introduction to practical arithmetic : in which all the rules that occur in common business are applied to the Federal currency ; designed for the use of schools in the United States	printed and published by Lincoln & Edmands.  Sold at their Theological & Miscellaneous Bookstore, 53 Cornhill, and by the principal booksellers,	1813.	Boston :	
46977cad-75f9-4657-a0c6-0c7f9c6f3443	Moving toward the mainstream : 20th century change among the Brethren of eastern Pennsylvania	Good Books,	©1995.	Intercourse, PA :	
16b19426-237b-4d6b-ac70-6eb7e34765b4	Arabian nights : three tales	HarperCollins,	©1995.	New York :	
9247a7d4-0d83-46de-ba3d-9fe3b1c3ea6e	Selected letters	October House,	[1966, ©1965]	New York :	
21ff9210-06c8-4226-9438-06401fa8248c	Ottoman manufacturing in the age of the Industrial Revolution	Cambridge University Press,	1993.	Cambridge [England] ;	
f5694225-b911-4596-bea7-e7e033b5a282	The common-school arithmetic : designed for learners of every class ; and particularly for those who are desirous of acquiring a thorough knowledge of practical mathematics	A. Hutchinson,	1848.	Worcester, Mass. :	
b18c4d82-a7fa-4735-b18a-5f50f8269899	Memoirs of a Jewish extremist : an American story	Little, Brown,	1995.	Boston :	
f8f9030f-a977-43e8-b0fe-b86bf335895f	Charles Darwin : a biography	Knopf :	1995-	New York :	
96fc600d-5fe9-4980-9f24-1ed5a6582357	A shadow in the forest : Idaho's black bear	Idaho Dept. of Fish and Game ;	1994.	Boise, Idaho :	
9a4536cd-5350-4f5e-95da-8d718b2641db	On est toujours trop bon avec les femmes : un roman irlandais de Sally Mara	Gallimard,	1971.	[Paris,] :	
0ff90b3a-8476-4a60-a8ce-d47eba511b65	Second thoughts : reflections on literature and on life	World Pub. Co.,	[1961]	Cleveland :	
437354dc-4ee2-4480-9705-e15d40d65910	Consumer rites : the buying & selling of American holidays	Princeton University Press,	©1995.	Princeton, N.J. :	
441876b0-22d3-46c1-9df3-490ba7e28275	You can't eat your chicken pox, Amber Brown	Putnam's,	©1995.	New York :	
e528a0f4-b526-4451-b65f-aa29c395972b	A new system of arithmetic, on the cancelling plan : embracing the rules of three, single and double, direct and inverse; barter; loss and gain; reduction, multiplication and division of fractions; exchange of currencies; interest and all proportional questions in one rule applicable to the whole ; the process greatly simplified and abridged	Marsh, Capen & Lyon ;	1837.	Boston :	
1a385a39-ac53-4f2e-aba0-6b63c711f13f	Clockmakers and watchmakers of Lancaster County, Pennsylvania	Lancaster County Historical Society,	©1995.	Lancaster, PA :	
f668ca53-5409-473c-a332-9d22f6c37f5f	Blood from the sky : a novel	Harcourt, Brace & World,	[1964]	New York :	
412f1018-4bc3-47bd-91b0-7ae9d20dce3f	La crève	Grasset,	[1970]	Paris :	
d0c59d3e-537c-4766-9def-c11e6dccc1e0	Young Henry Ford : a picture history of the first forty years	Wayne State University Press,	1963.	Detroit :	
c0f40e68-0936-40e5-b98b-a0e988462dee	Solar matter = : Materia solar	QED Press,	©1995.	Fort Bragg, Calif. :	
f3130153-6b16-40af-8c9d-9154033494b4	The difficulty of being	Coward-McCann,	[1967]	New York :	
bfce562d-7e40-4f2f-8c10-21985b325a7e	Misoso : once upon a time tales from Africa	Knopf :	©1994.	New York :	
c37f1849-9c99-4c2e-a81b-d3ff035b74ad	Deliver us from Evie	HarperCollins,	©1994.	New York :	
1a40964c-c859-4c14-9eed-47b848279abb	Big towns, big talk	Zoland Books,	1992.	Cambridge, Mass. :	
ff27d83e-4e46-4b9d-81d1-73cc57cbb88d	Audience, words, and art : studies in seventeenth-century French rhetoric	Ohio State University Press,	[1965]	[Columbus] :	
243132e8-ab17-4c6b-8cb6-396e6565b70a	The hole story	Simon & Schuster Books for Young Readers,	1995.	New York :	
af2b22f5-eff7-4b02-8bf3-12cc4bc88356	The myth of the A.D.D. child : 50 ways to improve your child's behavior and attention span without drugs, labels, or coercion	Dutton,	©1995.	New York :	
4c478a61-23d1-4810-9f23-9b191eaa9e39	Le grand jamais	Gallimard,	[1965]	[Paris] :	
668fef18-45e9-4c7e-9b80-5537843a617a	America's prairies	Carolrhoda Books,	©1994.	Minneapolis :	
fcfd8a82-c277-4901-b9e5-bdb6e761431f	The girl in the golden bower	Little, Brown,	©1994.	Boston :	
84c14361-2893-4caf-947d-877794226314	Checklist of United States public documents 1789-1909, Congressional : to close of Sixtieth Congress; departmental: to end of calendar year 1909	Govt. Print. Off,	1911.	Washington :	
06718c7b-6668-4da4-914c-cf7e505a3bba	Gallaudet, friend of the deaf	D. McKay Co.,	[1964]	New York :	
e93b1b27-e134-4504-bf8c-296c33ac1de1	The Empire State Building : the making of a landmark	Scribner,	1995.	New York :	
a09b6a20-28b7-4b3c-8736-5cc866753265	Les fleurs bleues	Gallimard,	[1965]	Paris] :	
e33ef05d-1a4e-4ce0-9eda-12b8b596af8d	The promise of rest	Scribner,	©1995.	New York :	
a7952869-afb5-4d47-8cbd-57393348ddbe	I have a song to sing, O! : an introduction to the songs of Gilbert and Sullivan	Margaret K. McElderry Books,	©1994.	New York :	
9f6117d6-902a-435d-b8b4-74b94eb7086b	Extinction : a novel	A. Knopf :	1995.	New York :	
b680d2c8-d41b-4bc8-acf9-800cc3f54065	Emile Zola : de J'accuse au Pantheon	L. Souny,	Saint-Paul :	Saint-Paul :	
