id	title	publisher	dateOfPublication	placeOfPublication	series
b72d092c-190d-49f5-875e-7bd9871b6c53	A short history of Greek literature	University of Chicago Press,	1985.	Chicago :	
8ee66cc8-8926-49d5-9a4c-5230d9de91e6	The scorpion, or, The imaginary confession	Grossman,	1971.	New York :	
880332ea-41d5-4998-b8ba-08e9fed077c4	School reform in the information age	Center for Excellence in Education, Indiana University,	©1995.	Bloomington :	
b4e709cf-2df2-4934-abb1-da90dc9ecda5	Supported employment : strategies for integration of workers with disabilities	Andover Medical Publishers,	©1992.	Boston :	
f73e74dc-b77f-437f-93de-72a68f859515	Philadelphie	Imp. Lemercier,	1855.	Paris :	
d8530953-3644-40fd-9750-0b90e137158b	Britain and the origins of Canadian confederation, 1837-67	UBC Press,	©1995.	Vancouver :	
d0100160-a741-4add-a24f-c9a27c0505a8	Le taxi	Gallimard,	[1971]	[Paris] :	
ccc0a4d8-85e7-477b-ba1c-4cb3a513ba97	Of miracles	Open Court,	©1985.	La Salle, Ill. :	
c6b8479b-a352-42a4-8e90-2758b9ca8b44	Caudillos : dictators in Spanish America	University of Oklahoma Press,	1992.	Norman :	
f148b8ef-5751-4bb6-a9e5-cb85883bf1ff	The press in the Arab Middle East : a history	Oxford University Press,	1995.	New York ;	
e515c052-dcbb-4cfc-996e-64aa070dac81	The remembering self : construction and accuracy in the self-narrative	Cambridge University Press,	1994.	Cambridge [England] ;	
13a9d60b-b4ed-4cc6-ab76-f40f52985780	Les Deux freres	B. Grasset,	1969.	Paris :	
d1deb8b0-d82c-4305-8a9a-95501dec7851	Slovenly Peter : or, Pretty stories and funny pictures for little children	C.E. Tuttle Co.,	[1969]	Rutland, Vt. :	
37e49b89-9ff0-4a16-acc5-3bdfca92b776	Early Egypt : the rise of civilisation in the Nile Valley	University of Oklahoma Press,	1995, ©1993.	Norman :	
41341cd9-9615-4408-bc05-e581ff837313	Interdisciplinary teaching : why & how	National Middle School Association,	©1993	Columbus, Ohio :	
dee4a168-3509-4940-911d-716be8d748fc	Mad in pursuit	Farrar, Straus & Giroux,	[1971]	New York :	
4f529fb1-6f10-4b34-87fd-595e4acccd1f	Soleils : recits	Gallimard,	[1960]	Paris :	
a78a4c3e-8fa1-4a48-9c3b-d0f8a6d63725	The teacher educator's handbook : building a knowledge base for the preparation of teachers	Jossey-Bass,	©1996.	San Francisco :	
2d17ac9e-6a97-4004-a04b-44721a4df04e	The limits of victory : the ratification of the Panama Canal treaties	Cornell University Press,	1985.	Ithaca, N.Y. :	
6c12e2a6-8780-479b-a411-3b09f6851bc9	Interactions of thought and language in Old English poetry	Cambridge University Press,	1995.	Cambridge ;	
d0405686-09bd-4d1b-a0a4-35d9b1de0aa5	The implied reader : patterns of communication in prose fiction from Bunyan to Beckett	Johns Hopkins University Press,	©1974.	Baltimore, Md. :	
0fd188ed-e7a8-43a1-ad4f-94891e661918	Artificial minds	MIT Press,	©1995.	Cambridge, Mass. :	
ed019be5-9bd5-4cb1-be02-019514eee7e1	Education and development in East Asia	Garland Pub.,	1995.	New York :	
b766beef-53b6-49c9-a068-cf3b8d2873b4	Law and society in Islam	Markus Wiener Publishers,	1996.	Princeton, N.J. :	
e5729458-52db-416b-bf7c-995e9c5e2e43	The mysterious Fayum portraits : faces from ancient Egypt	H.N. Abrams,	1995.	New York :	
a1f55dff-1ecb-4297-a8fa-4d84f58dda77	The Proustian community	New York University Press,	1971.	New York :	
90a518b2-734b-4d21-ac04-90abda7b9a68	Becoming brothers	Free Press ;	©1993.	New York :	
e057d291-d4a6-42fe-93ad-e671a51bd8f3	Country music culture : from hard times to Heaven	University Press of Mississippi,	©1995.	Jackson [Miss.] :	
88790375-cb49-4528-a5aa-41d3f309f90d	Political promises : essays and commentary on American politics	Oxford University Press,	1974.	New York :	
5aa59612-9973-4407-9de2-52c05f9b4ce3	One hundred and one botanists	Iowa State University,	1994.	Ames :	
8c0ca549-0218-4619-981c-7b1c2587dad9	Shropshire farmers : an anthropological study of men and women in agriculture	null	1986.	null	
7b9d9dbd-17e8-4201-901b-ac5fd6f38545	Comment travaillait Proust : bibliographie, variantes, lettres de Proust	B. Franklin,	[1970]	New York :	
278ef80f-9612-49ad-ba22-96c5c1e6a6c6	Why women? : gender issues and eating disorders	Athlone,	1994	London ;	
9c2ad1d5-ac00-47ea-b511-76a0e07f4e43	Neural activity and the growth of the brain	Cambridge University Press,	1994.	Cambridge [England] ;	
79de5192-a1b4-402c-a8f1-fae8d6e41187	A portrait of André Malraux	Prentice-Hall,	[1970]	Englewood Cliffs, N.J. :	
d0606a65-4273-4ac7-b65f-4e9e7b59da3b	Disaster at Johnstown : the great flood	Random House,	[1965]	New York :	
8dbea35b-2c69-48f5-b38f-116a94180ae7	Faulkner's Light in August : a description and interpretation of the revisions	Published for the Bibliographical Society of the University of Virginia by the University Press of Virginia,	[1974]	Charlottesville :	
1fdceb4e-03f2-435f-8028-5ee04067a12b	Jules Verne, portrait of a prophet	Holiday House,	[1965]	[New York] :	
a3f13092-6795-4ee5-ae99-bedc1b34d0fb	Another you	A.A. Knopf :	1995.	New York :	
ade0db3f-2164-4c99-aa0b-841328a0d2ff	Le Thème de la mort chez Roger Martin Du Gard	Klincksieck,	1971.	Paris :	
efba70b0-0ebb-47e8-891a-78113ac85a41	Sur Proust : remarques sur A la recherche du temps perdu	R. Julliard,	©1960.	Paris :	
0f2999be-664d-41fd-939a-58c1628a99c5	The cornerstone	Pantheon,	[©1955]	[New York] :	
057ebf73-99b1-4a7f-96fb-6950d70b12dc	View of Bethlehem, a Moravian settlement	Historic Urban Plans,	[1965]	Ithaca, N.Y. :	
7e01c87a-6a36-4f51-a139-de99968058d6	The heritage of Central Asia from antiquity to the Turkish expansion	Markus Wiener Publishers,	1996.	Princeton, N.J. :	
01b0eef6-5492-46f5-b745-d71648770dc5	American folk poetry : an anthology	Little, Brown,	[1974]	Boston :	
d4da99ab-3a30-4588-9f2f-2a5399abdf02	The youth's assistant : being a plain, easy, and comprehensive guide to practical arithmetic, containing all the rules and examples necessary for such a work, viz., numeration, simple addition, subtraction, multiplication and division	Printed by T. Collier,	1789.	Litchfield :	
e458ca60-1750-432a-bf47-24689003b6a8	Shakespeare and gender : a history	Verso,	1995.	London ;	
8a26b383-c1f7-4727-879a-edbdadc33d1c	Restoration forestry : an international guide to sustainable forestry practices	Kivaki Press,	©1994.	Durango, Colo. :	
8d9dd967-1e65-427e-b03a-dd6e929e0e53	Listen to me : the story of Elizabeth Quinn	M. Joseph,	1984.	London :	
9dadd34f-355f-4264-8319-898fe2a10abe	Goering, the "iron man"	Routledge & Kegan Paul,	1984.	London ;	
e8e6d76b-c4d1-4274-a13d-ed38691e46fa	Forest dreams, forest nightmares : the paradox of old growth in the Inland West	University of Washington Press,	©1995.	Seattle :	
64a4b81f-7fa9-477e-ad5b-da2cd66d35c1	Celebration	University of South Carolina Press,	1995.	Columbia, S.C. :	
35e0823c-23b4-42ba-8e90-5cead307fa8f	Intimate intrusions : women's experience of male violence	Routledge & Kegan Paul,	1985.	London ;	
7acabc8e-1c66-45b3-9346-c85bc07ad510	The gasp : a novel	Putnam,	[1973]	New York :	
a24656d2-731d-4f59-9a8e-f4926035f7fe	Madame Sans-G^ene	Grosset & Dunlap,	[©1895]	New York :	
efa2515f-a3f3-426e-86e4-616368774e60	High tide in Tucson : essays from now or never	HarperCollins Publishers,	©1995.	New York :	
b5a7dd21-23f0-4988-a203-09c48809d0a4	Fairy tale as myth/myth as fairy tale	University Press of Kentucky,	©1994.	Lexington :	
4a4aa323-414e-4141-9088-9a15e495f5e9	Maltaverne : roman	Flammarion,	[1972]	Paris :	
d8d6ee73-b8f8-41e6-9aea-1d3fea6c491b	Ibsen and the Greeks : the classical Greek dimension in selected works of Henrik Ibsen as mediated by German and Scandinavian culture	Bucknell University Press ;	©1995.	Lewisburg [Pa.] :	
4a38d961-ee18-4b8e-9002-4dd77cf0e4b3	The Marines in Vietnam, 1954-1973 [i.e. 1975] : an anthology and annotated bibliography	History and Museums Divisions, Headquarters, U.S. Marine Corps :	1985.	Washington, D.C. :	
e487a725-e16b-484d-89f5-4ff8f307d041	Saturn 1B : X-29 ; XV-15 tilt-rotor ; The Hubble Space Telescope ; Careers in aerospace ; Living in space ; Space shuttle ; The solar system [microform]	NASA Marshall Space Flight Center,	[1993?]	Huntsville, Ala. :	
bd286dc5-7eaa-4d83-a900-0d5f9e78ba35	Black male deviance	Praeger,	1995.	Westport, Conn. :	
d727d910-41cf-4e2a-bd08-511d6d618c35	Design of building trusses	J. Wiley,	©1994.	New York :	
19a724a0-6995-4784-8bfa-41827b6771cf	Unfree labour in the development of the Atlantic world	Frank Cass,	1994.	London ;	
a9ff5fb2-ff78-4cd2-9f47-3d6b33714bbc	Words of fire : an anthology of African-American feminist thought	New Press :	©1995.	New York :	
7c13764d-c9dd-471a-a056-5447b3d586ec	Media in instruction : 60 years of research	Association for Educational Communications and Technology,	1980.	Washington, D.C. :	
df05ed03-c7d8-47e4-b02d-a19b2eacd0b2	Walter Wanger, Hollywood independent	University of California Press,	©1994.	Berkeley :	
2c5c08f9-ebc5-4283-919a-93f150a384f1	Western dominance and political Islam : challenge and response	State University of New York Press,	©1995.	Albany :	
f9b6fc46-0f07-494d-8114-c82d2952aa7e	Faust-Brevier : du findest dich selbst im Faust. [Ausgewahlt und zusammengestellt von Ischa von Puttkamer]	Hyperion-Verlag,	19??	Freiburg im Breisgau :	
3734b9e8-9db6-4636-982f-e97b9653ab52	Europa : roman	Gallimard,	[1972]	[Paris] :	
4efab2b2-3d5c-47c1-924a-d72f06d5b6c6	Congregational communion : clerical friendship in the Anglo-American Puritan community, 1610-1692	Northeastern University Press,	©1994.	Boston :	
88becea9-b7cd-46c4-b46e-53e281c07bb7	Represented discourse in the novels of Francois Mauriac	AMS Press,	[1970, ©1953]	New York :	
503f727e-75c2-440e-a324-bf27fd5b4130	Program evaluation : an introduction	Nelson-Hall Publishers,	1996.	Chicago :	
809eac38-d006-4198-a22b-ee13b4447087	The centennial city when twenty years old, Philadelphia in 1702	F.J. Wade Lith.,	1875.	Phila[delphia] :	
ad6d22e3-0b33-4568-bd4a-1f1f81eb3f68	The discourse of self in Victorian poetry	University Press of Virginia,	1991.	Charlottesville, Va. :	
da26301e-a85b-4d02-8724-cc9eddb0deb3	La Deuxieme mort de Ramon Mercader	Gallimard,	1969.	[Paris] :	
5ab58097-a2c6-4c3f-8b91-ba051fc806b8	The information	Harmony Books,	©1995.	New York :	
90c4cda2-f554-4ffe-86ff-ad202f668687	Women's relationships : a comparison of mentoring and friendship development among professional women. A thesis presented to the faculty of the Graduate School of Millersville University of Pennsylvania, in partial fulfillment of the requirements for the degree of Master of Science	University,	1985.	Millersville, Pa. :	
1cd1ab73-753c-4f80-99da-26dedf2516fe	Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America : To which is added, a short view of astronomy, as connected with geography	J. Johnson,	1791-1792.	London :	
097e703d-a5f1-482c-8544-ce8e171b4d52	Vol de nuit, preface d'Andre Gide	Harper & Brothers,	[©1939]	New York ;	
48923cb2-348e-49da-84e7-9bcdd102a9b2	Drame : roman	Editions du Seuil,	[1965]	Paris :	
33d2473f-c191-4df4-81b7-15a2a0128bf6	Roger Martin du Gard	Hillary House Publishers,	1961.	New York :	
0a2a3a4a-665f-4abe-bd31-0aaa0c0db8c0	The dissenting voice : the new essay of Spanish America, 1960-1985	University of Texas Press,	1994.	Austin :	
bb25607b-7ef8-4380-8951-e3929c78b1e3	Hissing tales	Harper & Row,	[1964]	New York :	
49c162ca-645e-4241-829e-f0e48e14129a	Gertrude Stein : a biography	Crown Publishers,	[1973]	New York :	
189b885f-71ec-4e15-ba68-a8b466d87332	A Yupiaq worldview : a pathway to ecology and spirit	Waveland Press,	©1995.	Prospect Heights, Ill. :	
f6af8e2b-0fa6-4812-9356-da81ec3b693f	Marcel Proust	Minerva Press,	[1968, ©1967]	New York] :	
26287c0a-2b10-491a-b55f-0772ce99ce86	In the path of Allah : the passion of al-Hajj `Umar : an essay into the nature of charisma in Islam	F. Cass,	1989.	London, England ;	
c44fccdc-40b1-454a-bf36-ccc9784db83d	Le hussard sur le toit : roman	Gallimard,	[1951]	[Paris] :	
14c1ba3c-d3e5-4265-9ecc-5e0baae9d160	The world is one : Phi Beta Kappa poem	Tufts College,	1935.	[Medford, Mass.] :	
e45287fa-86ee-4407-bf78-fe480ebbe0b3	Ennemonde et autres caracteres	Gallimard,	1968.	[Paris,] :	
6dadf8fe-f73d-4224-bf0c-dc7509fe4c91	A sociological look at the novels of Thomas Wolfe : loneliness and alienation in America	null	1994.	null	
8b499481-0972-4707-b7d3-a5e88299388f	Maltaverne : (Un adolescent d'autrefois)	Farrar, Straus and Giroux,	[1970]	New York :	
fbfc1be1-562e-440d-bd74-6a475e8cab5f	Nausea	H. Hamilton,	[1962]	London :	
f0ac1b23-9fcd-4329-a23b-97599ada1be9	Curious questions in history, literature, art, and social life : Designed as a manual of general information	Gale Research Co.,	1968.	Detroit :	
ec39b8ec-f3ce-4d4e-9739-a62c8a8e2f7f	Urbanization in China : town and country in a developing economy, 1949-2000 A.D	Columbia University Press,	1985.	New York :	
410f60c7-7952-43cc-a74e-e3686c0aebc4	Simenon	Gallimard,	[1961]	[Paris] :	
a4a01200-a1f8-453b-b585-ac640174793f	The story of American Methodism : a history of the United Methodists and their relations	Abingdon Press,	[1974]	Nashville :	
0ea61a88-d4b6-463c-ac6f-b138d883f266	"Wonder" and other essays : eight studies in aesthetics and neighbouring fields	University Press,	©1984.	Edinburgh :	
9b8a95bf-c35b-4f1f-8485-e451b8cdce1e	The Wages of slavery : from chattel slavery to wage labour in Africa, the Carribbean, and England	Frank Cass,	1993.	London ;	
827151b7-98eb-43e4-a95f-c3a2cc64bb00	Adolescents and their music : if it's too loud, you're too old	Garland Pub.,	1994, ©1995.	New York :	
3f9acdd8-80f4-4836-9193-9c6e345a5403	Giono: master of fictional modes	Princeton University Press,	[1973]	[Princeton, N.J.] :	
fa25b622-40b9-49fb-b9b7-e4a011833fa1	Malraux; a collection of critical essays	Prentice-Hall,	[1964]	Englewood Cliffs, N.J. :	
a5c790dc-6420-4074-856a-30e789f72c67	Le geste d'Eve	Flammarion,	[1964]	Paris :	
505fd701-aab4-4a89-9cae-0d73ebcf3844	Diversity in the classroom : new approaches to the education of young children	Teachers College Press, Teachers College, Columbia University,	1996.	New York :	
87a5e287-63e6-43c1-a181-4537ed1a94e2	Amazing grace : the lives of children and the conscience of a nation	Crown,	©1995.	New York :	
ce8d3d0a-c5cc-4071-adfc-72e0b97114c3	Disasters, collective behavior, and social organization	University of Delaware Press ;	©1994	Newark :	
58b97c78-9d7f-49f9-a1fa-25fe6c501560	The dream keeper and other poems	Knopf :	©1994.	New York :	
8af051a7-ac90-455a-91a6-d57f3efb7ae2	Rotkäppchen : ein Märchen der Brüder Grimm	Carlsen Verlag GmbH,	©1968.	Reinbek, Germany :	
33bdc8bf-754c-4590-b9ca-c329687065a7	Jahreszeiten : Gedichte und Gedanken	Insel,	1994.	Frankfurt am Main ;	
d9f13444-c3c1-447c-9793-b615fa70aa9a	Deregulating the airlines	MIT Press,	©1985.	Cambridge, Mass. :	
da4cb115-9c35-42b3-aa58-72467692e6f7	John Steinbeck : a biography	H. Holt,	1995.	New York :	
cd3edcd5-0a50-434b-a579-a4d2b29fddbe	Staging depth : Eugene O'Neill and the politics of psychological discourse	University of North Carolina Press,	©1995.	Chapel Hill :	
73cbd9ba-0204-4e95-b7fc-73c117c948cb	Julian Green and the thorn of Puritanism	King's Crown Press, Columbia University,	1955 [©1954]	New York :	
b79842d4-1c5c-4a36-b811-2d91742e067c	Si le grain ne meurt	Gallimard,	©1955.	Paris :	
db2af873-eae5-488f-b273-ceac70be7021	Les geants	Gallimard,	[1973]	[Paris] :	
a1dce4e1-f830-4f65-b4c7-9d49def195bd	The mercy men	D. McKay Co.,	1968.	New York :	
ac596a84-441b-4f1c-a246-8b7d51c38cfa	A Gothic etymological dictionary	E.J. Brill,	1986.	Leiden :	
fb522497-87b0-4150-bb53-535ed53ab394	The fundamental concepts of metaphysics : world, finitude, solitude	Indiana University Press,	©1995.	Bloomington :	
b39cfc08-caae-43e0-98e4-3d583398dcd2	American realism and the canon	University of Delaware Press ;	©1994.	Newark :	
a443a25f-5d71-421a-a849-550d456798cf	Speech to railroad men at Philadelphia	null	1917	null	
82f714dd-a14e-4621-929d-d108d13d6ec2	Intellectual origins of Islamic resurgence in the modern Arab world	State University of New York Press,	©1996.	Albany, N.Y. :	
2e55d61e-07f0-46da-973e-0b29fcf50d51	Nazi science : myth, truth, and the German atomic bomb	Plenum Press,	©1995.	New York :	
bc261cdd-49e3-48f2-bbe3-7390ae9311ff	Stephen E. Fabian's Women & wonders	C.F. Miller,	©1995.	Lancaster, Pa. :	
1d5a04e1-36c0-4559-b7ee-42aef37d6dfa	The 1993 FLICC Forum on Federal Information Policies (10th), March 25, 1993 : government's role in the electronic era : user needs and government's response : summaries of proceedings [microform]	Federal Library and Information Center Committee, Library of Congress,	1993.	Washington, DC :	
1b6ac0eb-e994-417f-bdf2-3a811d6d85d2	Searching the horizon : a history of Ames Research Center, 1940-1976	Scientific and Technical Information Branch, National Aeronautics and Space Administration :	1985.	Washington, DC :	
331d54c5-5e64-4212-89fe-3f49937a5466	The Palestinians : the road to nationhood	Minority Rights Publications,	1994.	London :	
39a72d12-a775-49b5-bb42-ab18e327984a	Elephants	Sierra Club Books for Children,	©1993.	San Francisco :	
7fb40e8f-da34-4735-8d04-7666373e276a	Shakespeare and the moving image : the plays on film and television	Cambridge University Press,	1994.	Cambridge [England] ;	
9d369cd8-2eaf-4a38-a80d-bf8d7ab6ecab	Freshman orientation programs : a study of their development and present status with special reference to Middle Atlantic colleges	Printed by Stephenson-Bros,	1954.	[Philadelphia] :	
7a345333-e76d-4d90-8473-c269ded8b610	Population and environment : rethinking the debate	Westview Press,	1994.	Boulder :	
c7842445-b20b-4a0f-9d83-f030c46a0098	5000 facts and fancies : a cyclopaedia of important, curious, quaint, and unique information in history, literature, science, art, and nature	Gale Research Co.,	1966.	Detroit :	
2fae7462-de22-4285-ad41-adb93f20d8a4	Cell death	Academic Press,	©1995.	San Diego :	
ae414bf7-6d3a-45c6-80d6-b295f834ced8	The erasers	Grove Press,	[1964]	New York :	
223609fc-ceb7-49d1-afd2-bd9784b22817	Strait is the gate	Knopf,	1965.	New York :	
d73d4285-6da6-403f-b5b8-fab6689faa64	Brothers at war : dissidence and rebellion in southern Africa	British Academic Press,	©1994.	London ;	
db52660a-c834-494e-844b-e6e348ffdd82	Kuwait : dependency and class in a rentier state	University Press of Florida,	©1993.	Gainesville :	
65060b6e-2cd5-4a6e-81d9-5bb00c715548	L'Immoraliste : roman	Mercure de France,	1957.	Paris :	
d0f2e226-7ce6-43cb-ad82-cb9f387f4c34	Cognitive interference : theories, methods, and findings	Lawrence Erlbaum,	1996.	Mahwah, N.J. :	
db628a54-18f7-4538-9025-3a3cb736b4b7	Anglo-American general encyclopedias : a historical bibliography, 1703-1967	Bowker,	1968.	New York :	
c0396754-9b3b-406a-98db-484727813c1f	The grand mufti : Haj Amin al-Hussaini, founder of the Palestinian national movement	Frank Cass,	1993.	London, England ;	
ac19a448-d104-4b7f-b38d-7e1c3e726387	Brazil: the land and people	Oxford University Press,	1973.	New York :	
a6d65714-f88d-4d95-8a09-33228e30cd4d	Turtles of the United States and Canada	Smithsonian Institution Press,	©1994.	Washington :	
4422085c-71a4-4c70-a9d2-46789b7a487a	Fact, fancy, and fable : a new handbook for ready reference on subjects commonly omitted from cyclopaedias; comprising personal sobriquets, familiar phrases, popular appellations, geographical nicknames, literary pseudonyms, mythological characters, red-letter days, political slang, contractions and abbreviations, technical terms, foreign words and phrases, Americanisms, etc	Gale Research Co.,	1968.	Detroit :	
09d4401e-e614-49be-99b7-e1ce08d92f58	Comet Halley : the view from Pioneer Venus [microform]	[National Aeronautic and Space Administration],	[1989?]	[Washington, D.C.?] :	
01165fad-d3e0-4be6-b9c9-d8cfbbe2adf5	La maison de papier	B. Grasset,	[1970]	Paris :	
d2f5ae09-0933-4990-99d8-848cbb0b91e6	Human services and the media : developing partnerships for change	Harwood Academic,	©1995.	Australia ;	
64484638-da8b-402c-bab1-2b44be889059	Campus lake	[publisher not identified],	1985.	[Place of publication not identified] :	
1130af68-f738-449b-abeb-82b62590251f	La marquise sortit a cinq heures : roman	Michel,	[1961]	Paris :	
17bc1d6d-96e8-4cc4-8105-3693744af737	The Greek anthology : from Meleager to Planudes	Clarendon Press ;	1993.	Oxford :	
1c9d76f2-6d3a-4957-b217-54355fb909a5	An ancient enemy	Doubleday,	1965.	Garden City, N.Y. :	
3aa9373e-c6cd-4947-a7a8-39ef85dd0a15	Discourses of power : from Hobbes to Foucault	Blackwell Publishers,	1996.	Oxford, UK ;	
1b4a95f4-3bd7-4aea-84d8-878598301d9e	Pennsylvania primer	Penns Valley Publishers,	[1954]	State College, Pa. :	
a99d239f-b7cd-4064-ace1-7a7e42a1c19e	Journal: 1887-1910	Gallimard,	[©1965]	[Paris] :	
f43bf451-c828-4003-ba4a-39bf5cb8d86e	The new industrial state	Houghton Mifflin,	1985.	Boston :	
2bbd6544-d945-4d61-bdab-bb3e271f3148	Une fille cousue de fil blanc : roman	Buchet,	[©1969]	Paris :	
d190ee2e-5f88-444c-acc9-5cd750de2ae7	The mathematics of Sonya Kovalevskaya	Springer-Verlag,	©1984.	New York :	
5b5f1b5c-fff5-483a-9fc6-4b80be4722fd	La condition humaine	Gallimard,	1946, [©1943]	null	
1b6bbec9-8a21-4d54-80df-2dbc54eadb4f	The Stern Gang : ideology, politics, and terror, 1940-1949	Frank Cass,	1995.	London ;	
c285a4bb-d491-48a3-9eb8-80d4edf762da	Eleven years in central South Africa	Cass,	1971.	London :	
eab18f21-cb46-456c-a802-028c15c2781e	Nonaqueous phase liquids compatibility with materials used in well construction, sampling, and remediation [microform]	U.S. Environmental Protection Agency, Office of Research and Development, Office of Solid Waste and Emergency Response ;	[1995]	[Cincinnati, Ohio] :	
b9f00c60-06bd-43c9-95d3-aa82919b1066	Passing by : selected essays, 1962-1991	Grove Press ;	1995, ©1992.	New York :	
39328a3a-f9df-460f-88b3-6c23d42cc085	Coming to light : contemporary translations of the native literatures of North America	Random House,	©1994.	New York :	
22e135b7-4184-460d-a497-22314389ec2b	Au seuil d'un nouveau cri	Preśence Africaine,	1963.	Paris :	
8f2c19c0-0c4d-4a69-a707-51109706deb9	Locus Solus	University of California Press,	1970.	Berkeley :	
9a18b910-8d45-470d-bdd1-28128c7d0357	Material girls : making sense of feminist cultural theory	University of California Press,	©1995.	Berkeley :	
3d846940-6a2d-4a83-9ef9-524cd8841d4b	Le feminin pluriel : roman	Denoel,	[1965]	[Paris] :	
d59cab3b-b59c-4057-ac52-b4aa01e985bc	Constructivism : theory, perspectives, and practice	Teachers College Press, Teachers College, Columbia University,	©1996.	New York :	
ad485639-0cbd-4b81-b105-d35875077063	Coastal evolution : Late Quaternary shoreline morphodynamics	Cambridge University Press,	1994.	Cambridge [England] ;	
3802567b-e287-4f15-b725-e9122b8e48bc	The politics of exile : ideology in Henry James, F. Scott Fitzgerald, and James Baldwin	Northeastern University Press,	©1995.	Boston :	
1fb5a08e-370c-4c77-9710-0143d5c1117c	We have the right to exist : a translation of aboriginal indigenous thought : the first book ever published from an Ahnishinahbaeotjibway perspective	Black Thistle Press,	1995.	New York City :	
dd90042a-a32a-433b-be35-b3ef7dbb19b7	General regulations for exhibitors in the United States	[publisher not identified],	1874.	[Place of publication not identified] :	
b93d2c5f-aacd-42ad-8bc4-658b15d5c228	Triptyque	Editions de Minuit,	[1973]	[Paris] :	
56e708e0-89f2-4ed5-962f-9df93123ac5e	Cuban Americans : from trauma to triumph	Twayne Publishers ;	©1995.	New York :	
71735cbc-631d-4891-a572-653d44a0fadc	Roland Barthes : a biography	Indiana University Press,	1995, ©1994.	Bloomington :	
cfa9ae74-d10b-4d23-bb26-8d7e04aacd48	The wall : and other stories	[New Directions],	[©1948]	[New York] :	
10eb4d5b-bbf5-448c-a2c8-455b5f66fbd1	Seashore	Scientific American Books for Young Readers,	©1993.	New York :	
915e8309-265c-41d9-80d6-1552e458018e	America is me : 170 fresh questions and answers on Black American history	HarperCollins,	1996.	New York :	
4c82a68e-2409-4f6c-9988-0985cf884dd1	Critique, action, and liberation	State University of New York Press,	©1995.	Albany :	
d17177a0-cc13-4d7d-8a82-abd58dd0747e	Kamouraska : a novel	Crown Publishers,	[1973]	New York :	
18c06762-5aca-4dfc-bab2-19a98825275c	Gedichte	Hyperion-Verlag,	19??	Freiburg im Breisgau :	
fb8ab360-154e-4d8d-bd6b-8391b34ef45c	The colonel's photograph	Grove Press,	[1969, ©1967]	New York :	
ab05ff68-6dbd-484a-bd7a-515157a0152f	The ultimate Noah's ark	H. Holt,	1993.	New York :	
1b89774d-ae10-4382-82b0-bbff90ef8bf4	Les Eygletiere : roman	Flammarion,	[1965]	Paris :	
28b71c4a-3ab8-4d3c-b56a-08c9e492b55e	Savage holiday : a novel	Banner Books,	©1994.	Jackson, MS :	
94437a3c-deb3-4203-8547-eec149ee379b	Les amants du tage : roman	Plon,	1968.	[Paris] :	
b71f273a-b69f-406a-a82d-47946df2a734	Legacy	TOR,	1995.	New York :	
8cc687c8-9b6c-40b4-9d4e-dbf38018ce5e	Teléfono ocupado	Emecé Editores,	©1971.	[Buenos Aires] :	
bb5816e1-e249-4489-a7fe-70e5f30eaf0f	The spirit of Montaigne : some thoughts and expressions similar to those in his essays	Houghton, Mifflin and co.,	1908.	Boston ;	
63569d15-f414-41d5-b2c5-39bf609b68e7	La b^atarde	Gallimard,	[1964]	[Paris] :	
06e2463e-5ba0-43c0-8a76-36fca709987a	Le sang de Toulouse, histoire albigeoise du XIIIe siecle	R.Laffont,	[1972, ©1931]	Paris :	
c3ce8b66-9eb9-4e77-a859-ec07cf4e16b8	Music and the musician in Jean-Christophe: the harmony of contrasts	Yale University Press,	1968.	New Haven :	
86074ddb-6962-45f9-8fba-f72fa13d454e	U.S. intervention policy for the post-Cold War world : new challenges and new responses	W.W. Norton,	©1994.	New York :	
5c134940-de59-49fb-be2b-ed65768da8fd	A history of Tobago	F. Cass ;	1971.	London :	
20e05637-e9a8-49e1-afc7-9fb3dca1bdcb	Encyclopedia of American family names	HarperCollins,	©1995.	New York :	
1a68bf29-a7c5-4040-9c6c-b2c01887af73	Parties, policies, and democracy	Westview Press,	1994.	Boulder :	
d7a6669c-929d-4662-a527-14459c24cb7f	Lecture de Montaigne	Editions de l'Université d'Ottawa,	1965.	Ottawa :	
fc23ac0d-3c32-441d-9b0a-09db15b67d83	Stream ecology : structure and function of running waters	Chapman & Hall,	1995	London ;	
42d53620-34d1-4da4-b8cb-92f5035d6ce1	Organized crime of Asian origin : record of hearing III, October 23-25, 1984, New York, New York	The Commission :	1985.	Washington, D.C. :	
69ecb3d9-b477-4d84-96a9-47a454752b7f	The politics of democratization : generalizing East Asian experiences	Westview Press,	©1994.	Boulder :	
b3b30d7b-f970-422a-bcb6-5398e784f9a2	Edna St. Vincent Millay; America's best-loved poet (February 22, 1892-October 19, 1950)	J. Messner,	[1957]	New York :	
d2fd4a83-ff60-4718-a861-a20907e70eca	A triad of Lancaster County history : Ephrata Cloister, Pennsylvania Farm Museum of Landis Valley, Railroad Museum of Pennsylvania	Science Press,	1985.	Ephrata, Pa. :	
c3338bf2-4815-450a-bb5e-5504e53e206c	A winning proposition : the middle class and the democratic revival	null	1995.	null	
e997a454-441b-4f5e-9686-32df128ed756	The elements of graphing data	Wadsworth Advanced Books and Software,	©1985.	Monterey, Calif. :	
